"Station Name","HERSCHEL ISLAND"
"Province","YUKON TERRITORY"
"Latitude","69.57"
"Longitude","-138.91"
"Elevation","1.20"
"Climate Identifier","2100636"
"WMO Identifier","71501"
"TC Identifier","WJN"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2012-01-01","2012","01","01","†","-28.1","","-37.4","","-32.8","","50.8","","0.0","","","M","","M","1.7","","59","","","","<31",""
"2012-01-02","2012","01","02","†","-21.0","","-31.1","","-26.1","","44.1","","0.0","","","M","","M","1.0","","59","","31","","61",""
"2012-01-03","2012","01","03","†","-25.5","","-33.2","","-29.4","","47.4","","0.0","","","M","","M","0.8","","52","","31","","59",""
"2012-01-04","2012","01","04","†","-26.1","","-32.8","","-29.5","","47.5","","0.0","","","M","","M","0.2","","52","","","","<31",""
"2012-01-05","2012","01","05","†","-22.1","","-26.1","","-24.1","","42.1","","0.0","","0.0","","","M","1.2","","52","","11","","37",""
"2012-01-06","2012","01","06","†","-21.9","","-30.2","","-26.1","","44.1","","0.0","","","M","","M","0.2","","51","","","","<31",""
"2012-01-07","2012","01","07","†","-23.2","","-32.7","","-28.0","","46.0","","0.0","","","M","","M","0.0","","52","","31","","44",""
"2012-01-08","2012","01","08","†","-24.2","","-30.5","","-27.4","","45.4","","0.0","","","M","","M","2.6","","58","","","","<31",""
"2012-01-09","2012","01","09","†","-23.3","","-31.8","","-27.6","","45.6","","0.0","","","M","","M","0.4","","58","","30","","39",""
"2012-01-10","2012","01","10","†","-19.8","","-34.7","","-27.3","","45.3","","0.0","","","M","","M","2.2","","59","","23","","37",""
"2012-01-11","2012","01","11","†","-21.9","","-30.0","","-26.0","","44.0","","0.0","","","M","","M","0.0","","59","","31","","98",""
"2012-01-12","2012","01","12","†","-22.1","","-25.2","","-23.7","","41.7","","0.0","","0.0","","","M","2.3","","51","","31","","91",""
"2012-01-13","2012","01","13","†","-24.9","","-29.6","","-27.3","","45.3","","0.0","","","M","","M","0.4","","52","","","","<31",""
"2012-01-14","2012","01","14","†","-21.0","","-29.9","","-25.5","","43.5","","0.0","","","M","","M","1.3","","52","","31","","85",""
"2012-01-15","2012","01","15","†","-25.1","","-30.0","","-27.6","","45.6","","0.0","","","M","","M","1.2","","","","32","","74",""
"2012-01-16","2012","01","16","†","-18.5","","-26.2","","-22.4","","40.4","","0.0","","","M","","M","","M","","","","","<31",""
"2012-01-17","2012","01","17","†","-17.0","","-19.2","","-18.1","","36.1","","0.0","","","M","","M","","M","","","30","","120",""
"2012-01-18","2012","01","18","†","-13.3","","-19.1","","-16.2","","34.2","","0.0","","","M","","M","4.4","","","","32","","117",""
"2012-01-19","2012","01","19","†","-15.0","","-18.3","","-16.7","","34.7","","0.0","","","M","","M","3.1","","","","31","","82",""
"2012-01-20","2012","01","20","†","-14.2","","-17.8","","-16.0","","34.0","","0.0","","","M","","M","4.6","","","","32","","87",""
"2012-01-21","2012","01","21","†","-17.8","","-29.5","","-23.7","","41.7","","0.0","","","M","","M","2.1","","","","31","","65",""
"2012-01-22","2012","01","22","†","-29.5","","-36.3","","-32.9","","50.9","","0.0","","","M","","M","","M","","","34","","44",""
"2012-01-23","2012","01","23","†","-34.4","","-36.1","","-35.3","","53.3","","0.0","","","M","","M","","M","","","31","","63",""
"2012-01-24","2012","01","24","†","-35.2","","-37.0","","-36.1","","54.1","","0.0","","","M","","M","0.8","","","","","","<31",""
"2012-01-25","2012","01","25","†","-34.8","","-37.4","","-36.1","","54.1","","0.0","","","M","","M","1.2","","","","31","","54",""
"2012-01-26","2012","01","26","†","-33.1","","-34.9","","-34.0","","52.0","","0.0","","","M","","M","2.7","","","","32","","63",""
"2012-01-27","2012","01","27","†","-31.1","","-35.0","","-33.1","","51.1","","0.0","","","M","","M","0.0","","","","31","","63",""
"2012-01-28","2012","01","28","†","-31.1","","-40.5","","-35.8","","53.8","","0.0","","","M","","M","0.0","","","","","","<31",""
"2012-01-29","2012","01","29","†","-33.4","","-42.5","","-38.0","","56.0","","0.0","","","M","","M","1.2","","","","","","<31",""
"2012-01-30","2012","01","30","†","-31.3","","-38.5","","-34.9","","52.9","","0.0","","","M","","M","0.4","","","","","","<31",""
"2012-01-31","2012","01","31","†","-35.7","","-40.8","","-38.3","","56.3","","0.0","","","M","","M","1.0","","","","","","<31",""
"2012-02-01","2012","02","01","†","-33.4","","-42.8","","-38.1","","56.1","","0.0","","","M","","M","1.1","","","","","","<31",""
"2012-02-02","2012","02","02","†","-28.2","","-33.4","","-30.8","","48.8","","0.0","","","M","","M","0.9","","","","31","","33",""
"2012-02-03","2012","02","03","†","-25.6","","-32.6","","-29.1","","47.1","","0.0","","","M","","M","0.7","","","","31","","74",""
"2012-02-04","2012","02","04","†","-18.3","","-32.6","","-25.5","","43.5","","0.0","","","M","","M","1.2","","","","32","","69",""
"2012-02-05","2012","02","05","†","-8.3","","-19.0","","-13.7","","31.7","","0.0","","","M","","M","0.6","","","","18","","72",""
"2012-02-06","2012","02","06","†","-6.2","","-21.7","","-14.0","","32.0","","0.0","","","M","","M","0.6","","79","","","","<31",""
"2012-02-07","2012","02","07","†","-20.4","","-23.2","","-21.8","","39.8","","0.0","","","M","","M","0.8","","79","","","","<31",""
"2012-02-08","2012","02","08","†","-15.9","E","-23.2","E","-19.6","E","37.6","E","0.0","E","","M","","M","","M","80","","","","<31",""
"2012-02-09","2012","02","09","†","-3.3","","-16.8","","-10.1","","28.1","","0.0","","","M","","M","0.2","","76","","23","","46",""
"2012-02-10","2012","02","10","†","-9.6","","-17.9","","-13.8","","31.8","","0.0","","","M","","M","0.9","","76","","13","","35",""
"2012-02-11","2012","02","11","†","-11.7","","-18.0","","-14.9","","32.9","","0.0","","","M","","M","0.0","","77","","32","","50",""
