"Station Name","HERSCHEL ISLAND"
"Province","YUKON TERRITORY"
"Latitude","69.57"
"Longitude","-138.91"
"Elevation","1.20"
"Climate Identifier","2100636"
"WMO Identifier","71501"
"TC Identifier","WJN"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2014-01-01","2014","01","01","†","-26.5","","-30.6","","-28.6","","46.6","","0.0","","","M","","M","2.4","","","","13","","44",""
"2014-01-02","2014","01","02","†","-21.5","","-31.3","","-26.4","","44.4","","0.0","","","M","","M","0.0","","","","","","<31",""
"2014-01-03","2014","01","03","†","-19.3","","-25.7","","-22.5","","40.5","","0.0","","","M","","M","0.7","","","","14","","46",""
"2014-01-04","2014","01","04","†","-20.8","","-28.0","","-24.4","","42.4","","0.0","","","M","","M","0.0","","","","13","","46",""
"2014-01-05","2014","01","05","†","-25.0","","-28.2","","-26.6","","44.6","","0.0","","","M","","M","","M","","","","","<31",""
"2014-01-06","2014","01","06","†","-19.0","","-25.6","","-22.3","","40.3","","0.0","","","M","","M","0.5","","","","12","","69",""
"2014-01-07","2014","01","07","†","-14.1","","-21.3","","-17.7","","35.7","","0.0","","","M","","M","0.3","","","","29","","78",""
"2014-01-08","2014","01","08","†","-15.5","","-21.0","","-18.3","","36.3","","0.0","","","M","","M","","M","","","","","<31",""
"2014-01-09","2014","01","09","†","-21.0","","-23.1","","-22.1","","40.1","","0.0","","","M","","M","0.2","","","","30","","72",""
"2014-01-10","2014","01","10","†","-21.9","","-25.2","","-23.6","","41.6","","0.0","","","M","","M","0.6","","","","32","","72",""
"2014-01-11","2014","01","11","†","-20.8","","-26.4","","-23.6","","41.6","","0.0","","","M","","M","","M","","","","","<31",""
"2014-01-12","2014","01","12","†","-20.9","","-23.4","","-22.2","","40.2","","0.0","","","M","","M","0.2","","","","30","","56",""
"2014-01-13","2014","01","13","†","-23.4","","-30.1","","-26.8","","44.8","","0.0","","","M","","M","8.2","","","","","","<31",""
"2014-01-14","2014","01","14","†","-25.1","","-33.6","","-29.4","","47.4","","0.0","","","M","","M","6.5","","","","31","","37",""
"2014-01-15","2014","01","15","†","-22.7","","-27.6","","-25.2","","43.2","","0.0","","","M","","M","0.9","","","","30","","52",""
"2014-01-16","2014","01","16","†","-24.8","","-31.4","","-28.1","","46.1","","0.0","","","M","","M","","M","","","","","<31",""
"2014-01-17","2014","01","17","†","-29.6","","-34.7","","-32.2","","50.2","","0.0","","","M","","M","8.7","","","","33","","43",""
"2014-01-18","2014","01","18","†","-22.3","","-29.6","","-26.0","","44.0","","0.0","","","M","","M","0.0","","","","14","","69",""
"2014-01-19","2014","01","19","†","-20.9","","-25.1","","-23.0","","41.0","","0.0","","","M","","M","4.1","","","","30","","44",""
"2014-01-20","2014","01","20","†","-22.7","","-25.6","","-24.2","","42.2","","0.0","","","M","","M","6.6","","","","11","","33",""
"2014-01-21","2014","01","21","†","-11.7","","-24.4","","-18.1","","36.1","","0.0","","","M","","M","4.8","","","","11","","46",""
"2014-01-22","2014","01","22","†","-8.1","","-18.2","","-13.2","","31.2","","0.0","","","M","","M","1.2","","","","29","","74",""
"2014-01-23","2014","01","23","†","-17.8","","-19.9","","-18.9","","36.9","","0.0","","","M","","M","0.8","","","","12","","48",""
"2014-01-24","2014","01","24","†","-14.7","","-18.1","","-16.4","","34.4","","0.0","","","M","","M","0.5","","","","13","","43",""
"2014-01-25","2014","01","25","†","-13.7","","-19.3","","-16.5","","34.5","","0.0","","","M","","M","0.9","","","","11","","59",""
"2014-01-26","2014","01","26","†","-12.4","","-15.6","","-14.0","","32.0","","0.0","","","M","","M","4.1","","","","","","<31",""
"2014-01-27","2014","01","27","†","-11.7","","-18.2","","-15.0","","33.0","","0.0","","","M","","M","11.4","","","","","","<31",""
"2014-01-28","2014","01","28","†","-14.4","","-16.8","","-15.6","","33.6","","0.0","","","M","","M","1.8","","","","11","","43",""
"2014-01-29","2014","01","29","†","-9.8","","-16.6","","-13.2","","31.2","","0.0","","","M","","M","9.9","","","","13","","41",""
"2014-01-30","2014","01","30","†","-6.4","","-13.9","","-10.2","","28.2","","0.0","","","M","","M","4.4","","","","32","","52",""
"2014-01-31","2014","01","31","†","-6.1","","-10.8","","-8.5","","26.5","","0.0","","","M","","M","","M","","","","","<31",""
"2014-02-01","2014","02","01","†","-10.1","","-13.9","","-12.0","","30.0","","0.0","","","M","","M","4.3","","","","","","<31",""
"2014-02-02","2014","02","02","","","","","","","","","","","","","","","","","","","","","","",""
"2014-02-03","2014","02","03","","","","","","","","","","","","","","","","","","","","","","",""
"2014-02-04","2014","02","04","","","","","","","","","","","","","","","","","","","","","","",""
"2014-02-05","2014","02","05","†","","M","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2014-02-06","2014","02","06","†","-5.3","","-13.4","","-9.4","","27.4","","0.0","","","M","","M","1.6","","","","32","","89",""
"2014-02-07","2014","02","07","†","-13.3","","-17.9","","-15.6","","33.6","","0.0","","","M","","M","1.3","","","","32","","95",""
"2014-02-08","2014","02","08","†","-17.9","","-22.9","","-20.4","","38.4","","0.0","","","M","","M","14.6","","","","31","","78",""
"2014-02-09","2014","02","09","†","-18.4","","-22.5","","-20.5","","38.5","","0.0","","","M","","M","17.1","","","","31","","57",""
"2014-02-10","2014","02","10","†","-19.0","","-25.0","","-22.0","","40.0","","0.0","","","M","","M","30.9","","","","31","","63",""
"2014-02-11","2014","02","11","†","-15.5","","-24.2","","-19.9","","37.9","","0.0","","","M","","M","11.2","","","","30","","65",""
"2014-02-12","2014","02","12","†","-22.0","","-31.7","","-26.9","","44.9","","0.0","","","M","","M","34.4","","","","31","","52",""
"2014-02-13","2014","02","13","†","-28.2","","-31.6","","-29.9","","47.9","","0.0","","","M","","M","18.3","","","","","","<31",""
"2014-02-14","2014","02","14","†","-28.9","","-32.2","","-30.6","","48.6","","0.0","","","M","","M","22.6","","","","34","","37",""
"2014-02-15","2014","02","15","†","-32.1","","-34.1","","-33.1","","51.1","","0.0","","","M","","M","","M","","","34","","43",""
"2014-02-16","2014","02","16","†","-26.0","","-33.2","","-29.6","","47.6","","0.0","","","M","","M","","M","","","","","<31",""
"2014-02-17","2014","02","17","†","-26.5","","-31.1","","-28.8","","46.8","","0.0","","","M","","M","","M","","","","","<31",""
"2014-02-18","2014","02","18","†","-31.1","","-36.1","","-33.6","","51.6","","0.0","","","M","","M","","M","","","34","","43",""
"2014-02-19","2014","02","19","†","-32.5","","-39.4","","-36.0","","54.0","","0.0","","","M","","M","","M","","","","","<31",""
"2014-02-20","2014","02","20","†","-32.3","","-39.3","","-35.8","","53.8","","0.0","","","M","","M","","M","","","","","<31",""
"2014-02-21","2014","02","21","†","-32.0","","-38.3","","-35.2","","53.2","","0.0","","","M","","M","","M","","","","","<31",""
"2014-02-22","2014","02","22","†","-26.4","","-36.7","","-31.6","","49.6","","0.0","","","M","","M","","M","","","","","<31",""
