"Station Name","HERSCHEL ISLAND"
"Province","YUKON TERRITORY"
"Latitude","69.57"
"Longitude","-138.91"
"Elevation","1.20"
"Climate Identifier","2100636"
"WMO Identifier","71501"
"TC Identifier","WJN"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2008-01-01","2008","01","01","†","","M","-22.2","","","M","","M","","M","","M","","M","0.4","","","","12","","43",""
"2008-01-02","2008","01","02","†","","M","-17.8","","","M","","M","","M","","M","","M","1.2","","","","11","","43",""
"2008-01-03","2008","01","03","†","","M","-24.1","","","M","","M","","M","","M","","M","2.5","","","","","","<31",""
"2008-01-04","2008","01","04","†","","M","-19.9","","","M","","M","","M","","M","","M","2.0","","","","30","","41",""
"2008-01-05","2008","01","05","†","","M","-25.0","","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2008-01-06","2008","01","06","†","","M","-26.9","","","M","","M","","M","","M","","M","0.0","","","","32","","54",""
"2008-01-07","2008","01","07","†","","M","-29.1","","","M","","M","","M","","M","","M","0.3","","","","31","","41",""
"2008-01-08","2008","01","08","†","","M","-29.4","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2008-01-09","2008","01","09","†","","M","-29.1","","","M","","M","","M","","M","","M","0.3","","","","33","","33",""
"2008-01-10","2008","01","10","†","","M","-29.5","","","M","","M","","M","","M","","M","1.7","","","","31","","69",""
"2008-01-11","2008","01","11","†","","M","-30.8","","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2008-01-12","2008","01","12","†","","M","-31.8","","","M","","M","","M","","M","","M","0.3","","","","32","","52",""
"2008-01-13","2008","01","13","†","","M","-30.0","","","M","","M","","M","","M","","M","0.6","","","","32","","35",""
"2008-01-14","2008","01","14","†","","M","-33.3","","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2008-01-15","2008","01","15","†","","M","-37.3","","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2008-01-16","2008","01","16","†","","M","-33.2","","","M","","M","","M","","M","","M","0.4","","","","12","","57",""
