"Station Name","HERSCHEL ISLAND"
"Province","YUKON TERRITORY"
"Latitude","69.57"
"Longitude","-138.91"
"Elevation","1.20"
"Climate Identifier","2100636"
"WMO Identifier","71501"
"TC Identifier","WJN"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2003-01-01","2003","01","01","†","-23.4","","-28.8","","-26.1","","44.1","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-02","2003","01","02","†","-24.0","","-29.1","","-26.6","","44.6","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-03","2003","01","03","†","-22.0","","-27.9","","-25.0","","43.0","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-04","2003","01","04","†","-17.7","","-23.9","","-20.8","","38.8","","0.0","","","M","","M","","M","","","31","","48",""
"2003-01-05","2003","01","05","†","-20.2","","-23.7","","-22.0","","40.0","","0.0","","","M","","M","","M","","","31","","61",""
"2003-01-06","2003","01","06","†","-22.3","","-27.0","","-24.7","","42.7","","0.0","","","M","","M","","M","","","31","","69",""
"2003-01-07","2003","01","07","†","-26.8","","-30.4","","-28.6","","46.6","","0.0","","","M","","M","","M","","","31","","65",""
"2003-01-08","2003","01","08","†","-25.2","","-32.5","","-28.9","","46.9","","0.0","","","M","","M","","M","","","13","","46",""
"2003-01-09","2003","01","09","†","-23.7","","-28.1","","-25.9","","43.9","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-10","2003","01","10","†","-19.5","","-23.8","","-21.7","","39.7","","0.0","","","M","","M","","M","","","12","","78",""
"2003-01-11","2003","01","11","†","-16.7","","-20.1","","-18.4","","36.4","","0.0","","","M","","M","","M","","","13","","72",""
"2003-01-12","2003","01","12","†","-15.3","","-19.2","","-17.3","","35.3","","0.0","","","M","","M","","M","","","14","","44",""
"2003-01-13","2003","01","13","†","-15.1","","-20.6","","-17.9","","35.9","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-14","2003","01","14","†","-11.3","","-18.0","","-14.7","","32.7","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-15","2003","01","15","†","-14.1","","-28.4","","-21.3","","39.3","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-16","2003","01","16","†","-14.7","","-27.4","","-21.1","","39.1","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-17","2003","01","17","†","-12.5","","-17.9","","-15.2","","33.2","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-18","2003","01","18","†","-16.0","","-20.0","","-18.0","","36.0","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-19","2003","01","19","†","-16.5","","-25.3","","-20.9","","38.9","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-20","2003","01","20","†","-17.5","","-28.8","","-23.2","","41.2","","0.0","","","M","","M","","M","","","14","","56",""
"2003-01-21","2003","01","21","†","-15.5","","-23.0","","-19.3","","37.3","","0.0","","","M","","M","","M","","","13","","48",""
"2003-01-22","2003","01","22","†","-15.8","","-22.8","","-19.3","","37.3","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-23","2003","01","23","†","-13.1","","-20.4","","-16.8","","34.8","","0.0","","","M","","M","","M","","","14","","35",""
"2003-01-24","2003","01","24","†","-23.3","E","-27.3","E","-25.3","E","43.3","E","0.0","E","","M","","M","","M","","","","M","","M"
"2003-01-25","2003","01","25","†","-14.3","E","","M","","M","","M","","M","","M","","M","","M","","","","","<31",""
"2003-01-26","2003","01","26","†","-20.7","","-25.7","","-23.2","","41.2","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-27","2003","01","27","†","-13.5","","-26.1","","-19.8","","37.8","","0.0","","","M","","M","","M","","","17","","72",""
"2003-01-28","2003","01","28","†","-12.1","","-21.1","","-16.6","","34.6","","0.0","","","M","","M","","M","","","31","","83",""
"2003-01-29","2003","01","29","†","-20.1","","-24.4","","-22.3","","40.3","","0.0","","","M","","M","","M","","","","","<31",""
"2003-01-30","2003","01","30","†","-21.5","","-30.8","","-26.2","","44.2","","0.0","","","M","","M","","M","","","13","","41",""
"2003-01-31","2003","01","31","†","-30.3","","-32.6","","-31.5","","49.5","","0.0","","","M","","M","","M","","","","","<31",""
"2003-02-01","2003","02","01","†","-26.6","","-33.6","","-30.1","","48.1","","0.0","","","M","","M","","M","","","","","<31",""
"2003-02-02","2003","02","02","†","-25.1","","-27.9","","-26.5","","44.5","","0.0","","","M","","M","","M","","","","","<31",""
"2003-02-03","2003","02","03","†","-18.5","","-26.4","","-22.5","","40.5","","0.0","","","M","","M","","M","","","","","<31",""
"2003-02-04","2003","02","04","†","-19.0","","-21.2","","-20.1","","38.1","","0.0","","","M","","M","","M","","","32","","33",""
"2003-02-05","2003","02","05","†","-18.2","","-19.6","","-18.9","","36.9","","0.0","","","M","","M","","M","","","12","","43",""
"2003-02-06","2003","02","06","†","-19.1","","-22.6","","-20.9","","38.9","","0.0","","","M","","M","","M","","","13","","48",""
"2003-02-07","2003","02","07","†","-14.2","","-21.3","","-17.8","","35.8","","0.0","","","M","","M","","M","","","13","","57",""
"2003-02-08","2003","02","08","†","-13.3","","-15.6","","-14.5","","32.5","","0.0","","","M","","M","","M","","","","","<31",""
"2003-02-09","2003","02","09","†","-13.1","","-18.9","","-16.0","","34.0","","0.0","","","M","","M","","M","","","5","","35",""
"2003-02-10","2003","02","10","†","-17.2","","-20.2","","-18.7","","36.7","","0.0","","","M","","M","","M","","","","","<31",""
"2003-02-11","2003","02","11","†","-17.2","","-26.3","","-21.8","","39.8","","0.0","","","M","","M","","M","","","","","<31",""
"2003-02-12","2003","02","12","†","-22.8","","-29.7","","-26.3","","44.3","","0.0","","","M","","M","","M","","","","","<31",""
"2003-02-13","2003","02","13","†","-22.1","","-30.4","","-26.3","","44.3","","0.0","","","M","","M","","M","","","33","","35",""
"2003-02-14","2003","02","14","†","-29.2","","-36.0","","-32.6","","50.6","","0.0","","","M","","M","","M","","","","","<31",""
"2003-02-15","2003","02","15","†","-25.6","","-31.8","","-28.7","","46.7","","0.0","","","M","","M","","M","","","12","","32",""
"2003-02-16","2003","02","16","†","-28.4","","-33.9","","-31.2","","49.2","","0.0","","","M","","M","","M","","","","","<31",""
