"","cell_id","x_grid","y_grid","lat","long","size"
"37","x187y303",187,303,72.6315955262217,-19.6178794081183,581.547
"38","x187y304",187,304,72.4274471209498,-19.9379917442056,582.636
"39","x187y305",187,305,72.2228793758478,-20.2506335092825,583.719
"40","x187y306",187,306,72.0179125716382,-20.5560452195835,584.796
"41","x188y287",188,287,75.6994537329501,-12.4582464400049,654.715
"42","x188y288",188,288,75.5073219849357,-12.946509515637,654.662
"43","x188y289",188,289,75.3142552028383,-13.4218350678862,654.599
"44","x188y290",188,290,75.1202955027756,-13.8846676852582,654.525
"45","x188y291",188,291,74.9254830927712,-14.3354354195201,654.441
"46","x188y292",188,292,74.7298563704655,-14.7745502750466,654.346
"47","x188y293",188,293,74.5334520159502,-15.2024087091762,654.24
"48","x188y294",188,294,74.3363050798966,-15.6193921387108,654.125
"49","x188y295",188,295,74.1384490671544,-16.0258674484498,653.998
"50","x188y296",188,296,73.9399160160053,-16.4221874983153,653.861
"51","x188y297",188,297,73.7407365732554,-16.8086916262069,653.714
"52","x188y298",188,298,73.5409400653542,-17.1857061442248,653.556
"53","x188y299",188,299,73.3405545657236,-17.5535448263399,653.388
"54","x188y300",188,300,73.1396069584792,-17.9125093859633,653.209
"55","x188y301",188,301,72.9381229987228,-18.2628899421942,653.02
"56","x188y302",188,302,72.7361273695775,-18.6049654738023,652.821
"57","x188y303",188,303,72.5336437361344,-18.9390042602401,652.611
"58","x188y304",188,304,72.3306947964722,-19.26526430918,652.39
"59","x188y305",188,305,72.1273023299058,-19.5839937702482,652.16
"60","x188y306",188,306,71.9234872426115,-19.8954313347657,651.919
"61","x188y307",188,307,71.7192696107737,-20.1998066214341,651.667
"62","x189y287",189,287,75.5758931507796,-11.6893691754392,551.909
"63","x189y288",189,288,75.3854516036724,-12.1836565859874,550.692
"64","x189y289",189,289,75.1940401062243,-12.6650637650424,545.431
"65","x189y290",189,290,75.0017014655381,-13.1340223063963,546.663
"66","x189y291",189,291,74.8084765908283,-13.5909484478414,547.89
"67","x189y292",189,292,74.6144045874572,-14.0362434679265,549.114
"68","x189y293",189,293,74.4195228465521,-14.4702941000659,550.334
"69","x189y294",189,294,74.2238671303271,-14.8934729588416,551.549
"70","x189y295",189,295,74.0274716532448,-15.3061389740899,552.76
"71","x189y296",189,296,73.8303691591603,-15.7086378290158,553.968
"72","x189y297",189,297,73.6325909946011,-16.1013023991585,555.17
"73","x189y298",189,298,73.434167178334,-16.4844531895357,556.369
"74","x189y299",189,299,73.2351264673774,-16.8583987677383,557.562
"75","x189y300",189,300,73.0354964196124,-17.2234361911315,558.752
"76","x189y301",189,301,72.8353034531501,-17.5798514266553,559.937
"77","x189y302",189,302,72.6345729026038,-17.9279197620073,561.117
"78","x189y303",189,303,72.4333290724181,-18.2679062072411,562.292
"79","x189y304",189,304,72.2315952873966,-18.6000658860331,563.463
"80","x189y305",189,305,72.0293939405712,-18.9246444160513,564.629
"81","x189y306",189,306,71.8267465385464,-19.2418782780244,565.79
"82","x189y307",189,307,71.6236737444498,-19.5519951732406,566.946
"83","x190y287",190,287,75.4498387749548,-10.9338167857558,652.737
"84","x190y288",190,288,75.2610931026433,-11.4336812654267,652.852
"85","x190y289",190,289,75.0713435657069,-11.9207385399223,652.957
"86","x190y290",190,290,74.880633582193,-12.3954068337585,653.052
"87","x190y291",190,291,74.6890046873748,-12.8580901729982,653.136
"88","x190y292",190,292,74.496496623896,-13.3091786954005,653.209
"89","x190y293",190,293,74.3031474279504,-13.7490489834193,653.272
"90","x190y294",190,294,74.1089935115766,-14.1780644147069,653.325
"91","x190y295",190,295,73.9140697411623,-14.5965755254942,653.367
"92","x190y296",190,296,73.7184095122647,-15.0049203828602,653.399
"93","x190y297",190,297,73.5220448208654,-15.4034249624696,653.42
"94","x190y298",190,298,73.3250063311823,-15.7924035288573,653.43
"95","x190y299",190,299,73.1273234401663,-16.1721590157826,653.43
"96","x190y300",190,300,72.9290243388129,-16.5429834045626,653.42
"97","x190y301",190,301,72.7301360704217,-16.9051580986357,653.399
"98","x190y302",190,302,72.5306845859331,-17.2589542929041,653.367
