"","cell_id","x_grid","y_grid","lat","long","size"
"1","x183y287",183,287,76.277405133641,-16.504361381755,645.624
"2","x184y287",184,287,76.1673650698764,-15.6681604217525,645.325
"3","x184y288",184,288,75.9685699551917,-16.1275758259598,644.778
"4","x184y289",184,289,75.76898847361,-16.574007756909,644.222
"5","x185y287",185,287,76.0544782236834,-14.8454520820838,645.015
"6","x185y288",185,288,75.8573300100271,-15.3128183608063,644.469
"7","x185y289",185,289,75.6593570339891,-15.7671825424757,643.913
"8","x185y290",185,290,75.4605988489613,-16.209024927808,643.348
"9","x186y287",186,287,75.9388165712019,-14.0362434679265,644.696
"10","x186y288",186,288,75.7433293780235,-14.5110595001691,644.15
"11","x186y289",186,289,75.5469798014502,-14.9728757667869,643.594
"12","x186y290",186,290,75.3498083311983,-15.4221613187387,643.029
"13","x186y296",186,296,74.151558868496,-17.8786965958414,639.441
"14","x186y297",186,297,73.9496196444878,-18.2518958370786,638.81
"15","x186y298",186,298,73.7471216603416,-18.6156920073311,638.17
"16","x186y299",186,299,73.5440914946505,-18.9704078084866,637.521
"17","x186y300",186,300,73.3405545657236,-19.3163528195042,636.862
"18","x186y301",186,301,73.1365351931183,-19.6538240580533,636.195
"19","x186y302",186,302,72.9320566556235,-19.9831065219,635.518
"20","x186y303",186,303,72.7271412458965,-20.3044737099605,634.833
"21","x187y287",187,287,75.8204515074861,-13.2405199151872,644.366
"22","x187y288",187,288,75.6266371905083,-13.7222971331336,643.821
"23","x187y289",187,289,75.4319237126607,-14.191096549024,643.266
"24","x187y290",187,290,75.2363524178391,-14.647375272363,642.701
"25","x187y291",187,291,75.0399627369144,-15.0915726785949,642.127
"26","x187y292",187,292,74.8427922888544,-15.5241109967543,641.543
"27","x187y293",187,293,74.6448769765132,-15.9453959009229,640.95
"28","x187y294",187,294,74.4462510773071,-16.3558171010173,640.348
"29","x187y295",187,295,74.2469473289985,-16.755748929199,639.736
"30","x187y296",187,296,74.0469970108111,-17.1455509188618,639.115
"31","x187y297",187,297,73.8464300200993,-17.5255683737229,638.485
"32","x187y298",187,298,73.6452749447896,-17.8961329250393,637.845
"33","x187y299",187,299,73.4435591318087,-18.2575630753898,637.196
"34","x187y300",187,300,73.2413087517057,-18.6101647278274,636.538
"35","x187y301",187,301,73.0385488596719,-18.9542316995112,635.871
"36","x187y302",187,302,72.8353034531501,-19.2900462191888,635.195
"37","x187y303",187,303,72.6315955262217,-19.6178794081183,634.51
"38","x187y304",187,304,72.4274471209498,-19.9379917442056,633.817
"39","x187y305",187,305,72.2228793758478,-20.2506335092825,633.114
"40","x187y306",187,306,72.0179125716382,-20.5560452195835,632.402
"41","x188y287",188,287,75.6994537329501,-12.4582464400049,644.026
"42","x188y288",188,288,75.5073219849357,-12.946509515637,643.481
"43","x188y289",188,289,75.3142552028383,-13.4218350678862,642.927
"44","x188y290",188,290,75.1202955027756,-13.8846676852582,642.363
"45","x188y291",188,291,74.9254830927712,-14.3354354195201,641.789
"46","x188y292",188,292,74.7298563704655,-14.7745502750466,641.206
"47","x188y293",188,293,74.5334520159502,-15.2024087091762,640.613
"48","x188y294",188,294,74.3363050798966,-15.6193921387108,640.011
"49","x188y295",188,295,74.1384490671544,-16.0258674484498,639.4
"50","x188y296",188,296,73.9399160160053,-16.4221874983153,638.779
"51","x188y297",188,297,73.7407365732554,-16.8086916262069,638.149
