"","cell_id","x_grid","y_grid","lat","long","size"
"1","x74y212",74,212,70.882614339339,-150.615842874049,565.332
"2","x74y213",74,213,70.9418439137839,-149.95356475319,565.926
"3","x74y214",74,214,70.998565846717,-149.287172284841,566.512
"4","x75y212",75,212,71.0989482565811,-150.802513953936,564.561
"5","x75y213",75,213,71.1589066052755,-150.133083148487,563.936
"6","x75y214",75,214,71.2163306571102,-149.459395150319,563.303
"7","x76y212",76,212,71.3152111454049,-150.99358409773,557.911
"8","x76y213",76,213,71.3759144448185,-150.316859820877,558.627
"9","x76y214",76,214,71.4340563599579,-149.63572899984,559.335
"10","x77y210",77,210,71.4008086352203,-152.5432577154,577.729
"11","x77y211",77,211,71.4673677935217,-151.868657635939,577.239
"12","x77y212",77,212,71.5313940444064,-151.189206257027,576.741
"13","x77y213",77,213,71.5928590022309,-150.505044182312,576.234
"14","x77y214",77,214,71.6517350498112,-149.816319342778,575.72
"15","x78y209",78,209,71.5453441721402,-153.434948822922,545.962
"16","x78y210",78,210,71.615264260054,-152.758258482643,546.808
"17","x78y211",78,211,71.6826554382947,-152.076410284862,547.648
"18","x78y212",78,212,71.7474876371599,-151.389540334035,548.481
"19","x78y213",78,213,71.8097315145838,-150.697792517861,549.309
"20","x78y214",78,214,71.8693585109571,-150.001318460472,550.13
"21","x79y208",79,208,71.6854691427919,-154.340735483033,588.352
"22","x79y209",79,209,71.7587878741106,-153.662311833913,588.01
"23","x79y210",79,210,71.8295840258604,-152.978418408823,587.66
"24","x79y211",79,211,71.8978258380892,-152.289185984747,587.3
"25","x79y212",79,212,71.9634822318965,-151.594753566529,586.933
"26","x79y213",79,213,72.0265228669685,-150.895268372581,586.557
"27","x79y214",79,214,72.0869181993229,-150.190885793294,586.172
"28","x80y194",80,194,70.6105382487817,-163.529571560392,519.609
"29","x80y195",80,195,70.7167437421366,-162.932595181536,520.627
"30","x80y196",80,196,70.820902144412,-162.328949638008,521.641
"31","x80y197",80,197,70.9229767587652,-161.718658797028,522.65
"32","x80y198",80,198,71.0229308555296,-161.101753084736,523.655
"33","x80y199",80,199,71.1207277124824,-160.47826972408,524.654
"34","x80y200",80,200,71.2163306571102,-159.848252965788,525.649
"35","x80y201",80,201,71.3097031108437,-159.21175431097,526.64
"36","x80y202",80,202,71.4008086352203,-158.568832723767,527.625
"37","x80y207",80,207,71.8210729790775,-155.260491130252,532.477
"38","x80y208",80,208,71.8978258380892,-154.580711661097,533.432
"39","x80y209",80,209,71.9720648723247,-153.895145990901,534.382
"40","x80y210",80,210,72.0437566328266,-153.203918706027,535.326
"41","x80y211",80,211,72.112868299226,-152.50716304846,536.265
"42","x80y212",80,212,72.1793677397789,-151.805020937538,537.199
"43","x80y213",80,213,72.2432235719175,-151.097642963798,538.127
