"site_name","spp","phen_stage","site_spp_phen","spp_phen","plot_id","year","year_fac","doy","prior_visit","snowmelt","phase_temp","phase_temp_unmodified","site_phase_temp","site_phase_temp_unmodified","spring_temp","apr_temp","may_temp","jun_temp","onset_ice_melt","spring_extent","phase_extent","phase_extent_unmodified"
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.10d",1995,"1995",192,190,NA,1.4,3.9,1.5,4,1.6,-16.6,-6.1,3.9,236,79.7,75.8,69.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.11d",1995,"1995",192,190,NA,1.4,3.9,1.5,4,1.6,-16.6,-6.1,3.9,236,79.7,75.8,69.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.1d",1995,"1995",192,190,NA,1.4,3.9,1.5,4,1.6,-16.6,-6.1,3.9,236,79.7,75.8,69.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.1d",1995,"1995",192,190,NA,1.4,3.9,1.5,4,1.6,-16.6,-6.1,3.9,236,79.7,75.8,69.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.3d",1995,"1995",192,190,NA,1.4,3.9,1.5,4,1.6,-16.6,-6.1,3.9,236,79.7,75.8,69.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.5d",1995,"1995",192,190,NA,1.4,3.9,1.5,4,1.6,-16.6,-6.1,3.9,236,79.7,75.8,69.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.4d",1995,"1995",199,197,NA,1.4,3.9,1.5,4,1.6,-16.6,-6.1,3.9,236,79.7,75.8,69.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.11d",1997,"1997",195,193,NA,1.3,3.7,1.5,3.9,1.1,-20,-6.3,3.9,167,66.5,79.6,71.9
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.3d",1998,"1998",179,178,NA,2.3,5,2.6,5.2,1.8,-19.6,-6.9,4.9,137,41.8,35.9,32
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.1d",1998,"1998",182,180,NA,2.3,5,2.6,5.2,1.8,-19.6,-6.9,4.9,137,41.8,35.9,32
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.2d",1998,"1998",182,180,NA,2.3,5,2.6,5.2,1.8,-19.6,-6.9,4.9,137,41.8,35.9,32
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.6d",2000,"2000",182,181,NA,1.2,3.9,1.5,4.1,1.4,-20.4,-7.8,4.3,153,47.2,49.3,29.5
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.3d",2001,"2001",196,195,NA,1,3.5,1.1,3.5,0.7,-21,-8.4,3.7,146,53.2,57.5,46.3
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.6d",2001,"2001",196,195,NA,1,3.5,1.1,3.5,0.7,-21,-8.4,3.7,146,53.2,57.5,46.3
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.1d",2001,"2001",202,201,NA,1,3.5,1.1,3.5,0.7,-21,-8.4,3.7,146,53.2,57.5,46.3
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.3d",2001,"2001",202,201,NA,1,3.5,1.1,3.5,0.7,-21,-8.4,3.7,146,53.2,57.5,46.3
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.2d",2002,"2002",206,205,NA,1.4,4,1.7,4.2,1.1,-22.5,-6.2,4,146,37.3,31.6,16.1
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.9d",2003,"2003",181,179,NA,2,4.1,2.3,4.4,1.7,-21.9,-6.5,4.1,146,50.9,50.1,36.8
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.3d",2003,"2003",187,186,NA,2,4.1,2.3,4.4,1.7,-21.9,-6.5,4.1,146,50.9,50.1,36.8
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.11d",2004,"2004",203,202,NA,0.9,2.8,1,2.9,0.8,-21,-6,3.2,137,31.7,24.9,17.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.1d",2004,"2004",203,202,NA,0.9,2.8,1,2.9,0.8,-21,-6,3.2,137,31.7,24.9,17.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.6d",2004,"2004",203,202,NA,0.9,2.8,1,2.9,0.8,-21,-6,3.2,137,31.7,24.9,17.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.9d",2004,"2004",203,202,NA,0.9,2.8,1,2.9,0.8,-21,-6,3.2,137,31.7,24.9,17.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.2d",2004,"2004",216,205,NA,0.9,2.8,1,2.9,0.8,-21,-6,3.2,137,31.7,24.9,17.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.1d",2007,"2007",183,181,NA,0.8,3.8,1,3.9,1.3,-18.3,-8.1,4,181,78.4,88.6,84.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.1d",2007,"2007",183,181,NA,0.8,3.8,1,3.9,1.3,-18.3,-8.1,4,181,78.4,88.6,84.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.2d",2007,"2007",183,181,NA,0.8,3.8,1,3.9,1.3,-18.3,-8.1,4,181,78.4,88.6,84.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.4d",2007,"2007",183,181,NA,0.8,3.8,1,3.9,1.3,-18.3,-8.1,4,181,78.4,88.6,84.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.6d",2007,"2007",183,181,NA,0.8,3.8,1,3.9,1.3,-18.3,-8.1,4,181,78.4,88.6,84.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.9d",2007,"2007",183,181,NA,0.8,3.8,1,3.9,1.3,-18.3,-8.1,4,181,78.4,88.6,84.7
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.1d",2008,"2008",184,183,NA,2.6,4.6,2.8,4.8,2,-20.7,-6,5.1,175,63.9,58.7,56.1
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.1d",2008,"2008",184,183,NA,2.6,4.6,2.8,4.8,2,-20.7,-6,5.1,175,63.9,58.7,56.1
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.3d",2008,"2008",184,183,NA,2.6,4.6,2.8,4.8,2,-20.7,-6,5.1,175,63.9,58.7,56.1
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.5d",2008,"2008",184,183,NA,2.6,4.6,2.8,4.8,2,-20.7,-6,5.1,175,63.9,58.7,56.1
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.7d",2008,"2008",184,183,NA,2.6,4.6,2.8,4.8,2,-20.7,-6,5.1,175,63.9,58.7,56.1
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.2d",2008,"2008",189,188,NA,2.6,4.6,2.8,4.8,2,-20.7,-6,5.1,175,63.9,58.7,56.1
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.4d",2008,"2008",189,188,NA,2.6,4.6,2.8,4.8,2,-20.7,-6,5.1,175,63.9,58.7,56.1
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.4d",2008,"2008",189,188,NA,2.6,4.6,2.8,4.8,2,-20.7,-6,5.1,175,63.9,58.7,56.1
"ALEXFIORD","SALARC","flowering","ALEXFIORD_SALARC_flowering","SALARC_flowering","Dom.c.6d",2008,"2008",189,188,NA,2.6,4.6,2.8,4.8,2,-20.7,-6,5.1,175,63.9,58.7,56.1
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.1",1992,"1992",179,150,166,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.1",1992,"1992",179,150,166,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.1",1992,"1992",179,150,166,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.10",1992,"1992",179,150,169,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.10",1992,"1992",179,150,169,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.10",1992,"1992",179,150,169,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.2",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.2",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.2",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.3",1992,"1992",179,150,167,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.3",1992,"1992",179,150,167,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.3",1992,"1992",179,150,167,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.4",1992,"1992",179,150,165,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.4",1992,"1992",179,150,165,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.4",1992,"1992",179,150,165,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.5",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.5",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.5",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.6",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.6",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.6",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.7",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.7",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.7",1992,"1992",179,150,168,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.8",1992,"1992",179,150,169,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.8",1992,"1992",179,150,169,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.8",1992,"1992",179,150,169,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.9",1992,"1992",179,150,169,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.9",1992,"1992",179,150,169,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","green_up","ALEXFIORD_OXYDIG_green_up","OXYDIG_green_up","Will.c.9",1992,"1992",179,150,169,-2,1.1,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.1",1992,"1992",179,150,166,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.10",1992,"1992",179,150,169,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.2",1992,"1992",179,150,168,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.3",1992,"1992",179,150,167,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.3",1992,"1992",179,150,167,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.4",1992,"1992",179,150,165,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.6",1992,"1992",179,150,168,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.8",1992,"1992",179,150,169,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.9",1992,"1992",179,150,169,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.9",1992,"1992",179,150,169,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.5",1992,"1992",184,179,168,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.1",1992,"1992",189,184,166,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.5",1992,"1992",189,184,168,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","OXYDIG","flowering","ALEXFIORD_OXYDIG_flowering","OXYDIG_flowering","Will.c.3",1992,"1992",194,193,167,0.5,3.2,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.1",1992,"1992",179,150,166,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.1",1992,"1992",179,150,166,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.1",1992,"1992",179,150,166,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.10",1992,"1992",179,150,169,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.10",1992,"1992",179,150,169,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.10",1992,"1992",179,150,169,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.2",1992,"1992",179,150,168,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.2",1992,"1992",179,150,168,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.2",1992,"1992",179,150,168,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.3",1992,"1992",179,150,167,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.3",1992,"1992",179,150,167,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.4",1992,"1992",179,150,165,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.4",1992,"1992",179,150,165,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.4",1992,"1992",179,150,165,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.5",1992,"1992",179,150,168,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.5",1992,"1992",179,150,168,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.6",1992,"1992",179,150,168,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.6",1992,"1992",179,150,168,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.7",1992,"1992",179,150,168,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.7",1992,"1992",179,150,168,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.7",1992,"1992",179,150,168,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.8",1992,"1992",179,150,169,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.8",1992,"1992",179,150,169,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.8",1992,"1992",179,150,169,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.9",1992,"1992",179,150,169,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.9",1992,"1992",179,150,169,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","flowering","ALEXFIORD_PAPRAD_flowering","PAPRAD_flowering","Will.c.1",1992,"1992",179,150,166,1.2,3.7,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","flowering","ALEXFIORD_PAPRAD_flowering","PAPRAD_flowering","Will.c.1",1992,"1992",179,150,166,1.2,3.7,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.9",1992,"1992",184,179,169,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","flowering","ALEXFIORD_PAPRAD_flowering","PAPRAD_flowering","Will.c.4",1992,"1992",184,179,165,1.2,3.7,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","flowering","ALEXFIORD_PAPRAD_flowering","PAPRAD_flowering","Will.c.5",1992,"1992",184,179,168,1.2,3.7,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","green_up","ALEXFIORD_PAPRAD_green_up","PAPRAD_green_up","Will.c.3",1992,"1992",189,184,167,-1.6,1.4,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","flowering","ALEXFIORD_PAPRAD_flowering","PAPRAD_flowering","Will.c.2",1992,"1992",189,184,168,1.2,3.7,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","flowering","ALEXFIORD_PAPRAD_flowering","PAPRAD_flowering","Will.c.2",1992,"1992",189,184,168,1.2,3.7,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
"ALEXFIORD","PAPRAD","flowering","ALEXFIORD_PAPRAD_flowering","PAPRAD_flowering","Will.c.4",1992,"1992",189,184,165,1.2,3.7,0.1,2.9,-0.1,-23.2,-9.3,3,157,64.3,71.7,58.8
