"","corner","x_grid","y_grid","latitude","longitude"
"1","x118y266",118,266,78.9929756720709,-93.81097259674
"2","x118y267",118,267,78.8410274508609,-92.9219490399772
"3","x118y268",118,268,78.6865199297349,-92.057157021755
"4","x118y269",118,269,78.5295611796377,-91.215997197285
"5","x118y270",118,270,78.3702551667563,-90.3978617763698
"6","x118y271",118,271,78.208701813763,-89.6021382236304
"7","x118y272",118,272,78.0449970767974,-88.8282125151616
"8","x118y273",118,273,77.8792330352727,-88.0754719839773
"9","x118y274",118,274,77.7114979919156,-87.3433077870332
"10","x118y275",118,275,77.541876580758,-86.6311170263072
"11","x118y276",118,276,77.3704498810759,-85.9383045555712
"12","x118y277",118,277,77.1972955355339,-85.264284503229
"13","x118y278",118,278,77.0224878710335,-84.6084815400388
"14","x118y279",118,279,76.8460980209804,-83.9703319188023
"15","x118y280",118,280,76.6681940478807,-83.3492843112405
"16","x118y281",118,281,76.4888410653509,-82.7448004653796
"17","x118y282",118,282,76.3081013587816,-82.1563557048618
"18","x118y283",118,283,76.1260345040285,-81.5834392897372
"19","x118y284",118,284,75.9426974836294,-81.0255546564929
"20","x118y285",118,285,75.7581448001419,-80.4822195533699
"21","x118y286",118,286,75.5724285862944,-79.9529660854011
"22","x118y287",118,287,75.385598711715,-79.4373406821084
"23","x118y288",118,288,75.197702886072,-78.9349039993977
"24","x119y266",119,266,79.1640767581376,-93.0095751971356
"25","x119y267",119,267,79.0097065960624,-92.1179654778806
"26","x119y268",119,268,78.8528038382063,-91.2514033148617
"27","x119y269",119,269,78.6934786387348,-90.4092277308444
"28","x119y270",119,270,78.5318367480168,-89.5907722691558
"29","x119y271",119,271,78.3679795983772,-88.7953687571898
"30","x119y272",119,272,78.2020044046579,-88.0223505824312
"31","x119y273",119,273,78.0340042765249,-87.2710555209175
"32","x119y274",119,274,77.8640683398219,-86.540828157678
"33","x119y275",119,275,77.6922818646129,-85.8310219375968
"34","x119y276",119,276,77.5187263978838,-85.1410008835394
"35","x119y277",119,277,77.3434798991518,-84.4701410166138
"36","x119y278",119,278,77.1666168774953,-83.817831511229
"37","x119y279",119,279,76.988208528752,-83.1834756152773
"38","x119y280",119,280,76.808322871839,-82.566491363378
"39","x119y281",119,281,76.6270248833334,-81.9663121087464
"40","x119y282",119,282,76.444376629612,-81.3823868969334
"41","x119y283",119,283,76.2604373959882,-80.8141807024586
"42","x119y284",119,284,76.0752638124085,-80.2611745472545
"43","x119y285",119,285,75.8889099753714,-79.7228655178646
"44","x119y286",119,286,75.7014275658243,-79.1987666965045
"45","x119y287",119,287,75.5128659628672,-78.6884070194026
"46","x119y288",119,288,75.3232723531578,-78.1913310742931
"47","x120y266",120,266,79.3330482414183,-92.1824766130802
"48","x120y267",120,267,79.1762125416209,-91.2889327469436
"49","x120y268",120,268,79.0168746253435,-90.4212621303703
"50","x120y269",120,269,78.8551466032497,-89.5787378696299
"51","x120y270",120,270,78.6911358736914,-88.7606310846644
"52","x120y271",120,271,78.5249452356811,-87.9662146962959
"53","x120y272",120,272,78.3566730153903,-87.1947666815458
"54","x120y273",120,273,78.1864132029724,-86.4455728454585
"55","x120y274",120,274,78.0142555969408,-85.7179291564244
"56","x120y275",120,275,77.8402859537052,-85.0111436899248
"57","x120y276",120,276,77.6645861402214,-84.324538223105
"58","x120y277",120,277,77.4872342880336,-83.6574495197747
"59","x120y278",120,278,77.3083049472607,-83.0092303424675
"60","x120y279",120,279,77.1278692393292,-82.3792502251807
"61","x120y280",120,280,76.9459950074767,-81.7668960374349
"62","x120y281",120,281,76.762746964234,-81.1715723673959
"63","x120y282",120,282,76.5781868352673,-80.592701749039
"64","x120y283",120,283,76.3923734990957,-80.0297247557289
"65","x120y284",120,284,76.2053631223281,-79.4820999801595
"66","x120y285",120,285,76.0172092901597,-78.9493039183486
"67","x120y286",120,286,75.8279631319615,-78.4308307733272
"68","x120y287",120,287,75.6376734418648,-77.9261921922781
"69","x120y288",120,288,75.446386794304,-77.4349169491879
"70","x121y266",121,266,79.4997819951184,-91.3287823669359
"71","x121y267",121,267,79.3404382162426,-90.4340257248728
"72","x121y268",121,268,79.17862647652,-89.5659742751273
"73","x121y269",121,269,79.0144606904445,-88.7238308475591
"74","x121y270",121,270,78.8480497438241,-87.9068003596989
