"","cell_id","x_grid","y_grid","lat","long","size"
"1","x135y276",135,276,79.4468977368386,-70.1678701497817,649.911
"2","x136y276",136,276,79.5421872857584,-69.0265065786793,602.675
"3","x133y277",133,277,79.040553002425,-71.8340434707745,654.093
"4","x127y281",127,281,77.5795935978812,-75.599978693209,647.602
"5","x128y281",128,281,77.6941809611703,-74.6784899251353,573.384
"6","x126y282",126,282,77.2668666301463,-75.9637565320736,590.336
"7","x127y282",127,282,77.3826831905312,-75.0685828218625,647.28
"8","x125y283",125,283,76.95383818018,-76.3099503825346,638.789
"9","x126y283",126,283,77.0708133513777,-75.4397243806432,591.349
"10","x127y283",127,283,77.1848014966067,-74.5536836323075,646.949
"11","x125y284",125,284,76.7586159721789,-75.7932338822397,638.292
"12","x124y285",124,285,76.4461319339194,-76.130313561495,607.015
"13","x125y285",125,285,76.5624318878873,-75.2916961003173,637.784
"14","x123y286",123,286,76.1333988686664,-76.4520610119996,626.188
"15","x124y286",124,286,76.2507601023689,-75.6354175503029,607.892
"16","x125y286",125,286,76.365333273212,-74.8047514731802,637.267
"17","x122y287",122,287,75.8204515074861,-76.7594800848129,620.055
"18","x123y287",123,287,75.9388165712019,-75.9637565320736,625.517
"19","x124y287",124,287,76.0544782236834,-75.1545479179162,608.762
"20","x125y287",125,287,76.1673650698764,-74.3318395782476,636.741
