"site_spp_phen","intercept","intercept_l95","intercept_u95","intercept_esmpl","intercept_pMCMC","slope","slope_l95","slope_u95","slope_esmpl","slope_pMCMC","adv_per_dec"
"ALEXFIORD_SALARC_flowering",499.829080551872,141.371899669728,822.075988991797,1700,0.00470588235294112,-0.160623471696688,-0.321808527369285,0.0184436706767883,1700,0.0705882352941176,-1.60623471696688
"ALEXFIORD_OXYDIG_green_up",-103.127845705633,-306.705890800367,93.4032961336634,1700,0.325882352941176,0.133613360716991,0.035728947390453,0.235501259681769,1700,0.00823529411764712,1.33613360716991
"ALEXFIORD_OXYDIG_flowering",12.2699020601788,-322.168667214699,331.101614049461,1829.28823496263,0.947058823529412,0.0845817550907782,-0.0747477544937283,0.251642788382014,1829.18674431965,0.329411764705882,0.845817550907782
"ALEXFIORD_PAPRAD_green_up",585.920856050866,406.228612762953,759.624019312294,1700,0.000588235294117647,-0.208265061955617,-0.294964547836571,-0.118703960353741,1700,0.000588235294117647,-2.08265061955617
"ALEXFIORD_PAPRAD_flowering",-207.317058282338,-437.093863381757,15.7602893293079,1558.66348598613,0.0670588235294118,0.199160942809965,0.0877471293933922,0.314122878848138,1558.35291583531,0.00117647058823533,1.99160942809965
"ALEXFIORD_DRYINT_green_up",627.010911272512,510.068555271755,749.063397737627,1700,0.000588235294117647,-0.228014318461976,-0.289157725739642,-0.169863833070849,1700,0.000588235294117647,-2.28014318461976
"ALEXFIORD_DRYINT_flowering",138.016398817947,-27.0991818768816,296.18951799802,1700,0.111764705882353,0.0238791451897013,-0.0550306251388974,0.106346482600202,1700,0.578823529411765,0.238791451897013
"ALEXFIORD_LUZSPP_flowering",678.130327760446,-327.25300348454,1685.56680140231,1572.13329457895,0.178823529411765,-0.246328501919061,-0.750444105782663,0.256813240193878,1571.9544029832,0.341176470588235,-2.46328501919061
"BARROW_LUZARC_green_up",281.238705821971,43.2870372831094,507.696408747425,1700,0.0176470588235293,-0.0566472060918575,-0.169512389024021,0.0618911642295643,1699.99999999999,0.336470588235294,-0.566472060918575
"BARROW_LUZARC_flowering",220.128918556418,-49.6118151075498,480.480322863601,1700,0.103529411764706,-0.0178738892969245,-0.149003128899494,0.11570150591433,1699.99999999999,0.791764705882353,-0.178738892969245
"BARROW_POAARC_green_up",530.017560272509,263.769294009209,804.425029703445,1700,0.000588235294117647,-0.180406202762925,-0.317361776818871,-0.047509289579466,1700,0.00588235294117647,-1.80406202762925
"BARROW_SALROT_green_up",178.175411495216,-120.674496987893,454.955023245973,1700,0.248235294117647,-0.00372357583810687,-0.141575781221036,0.145787145629583,1700,0.967058823529412,-0.0372357583810687
"BARROW_SALROT_flowering",444.942626146526,225.66720800841,633.537346767014,1700,0.000588235294117647,-0.13334983074534,-0.227919289638521,-0.0242548678143066,1700,0.00588235294117647,-1.3334983074534
"BARROW_CASTET_green_up",510.583297607531,206.863267957757,798.139798066997,1700,0.000588235294117647,-0.173280302644728,-0.316525720474601,-0.0218294104997767,1700,0.0211764705882353,-1.73280302644728
"BARROW_DUPFIS_green_up",306.188857698867,109.432384892541,510.170053121721,1700,0.00235294117647067,-0.0665846581523754,-0.168332711909898,0.0314044542610645,1700,0.203529411764706,-0.665846581523754
"QHI_ERIVAG_flowering",1273.82752234885,736.332522222598,1752.47882613188,1700,0.000588235294117647,-0.56253846049549,-0.801162326562917,-0.29480769354268,1700,0.000588235294117647,-5.6253846049549
"QHI_SALARC_green_up",2127.91632376167,1646.06373625904,2635.45076454331,1700,0.000588235294117647,-0.978559504049003,-1.23137830384076,-0.738581686826365,1700,0.000588235294117647,-9.78559504049003
"QHI_DRYINT_flowering",1036.87876142729,630.055893246317,1467.84727290254,1700,0.000588235294117647,-0.42725091088897,-0.641692003184289,-0.22460973689158,1700,0.000588235294117647,-4.2725091088897
"ZACKENBERG_SAXOPP_flowering",1120.56284170742,88.7158031472536,2125.53182827809,1700,0.0270588235294118,-0.48452155957944,-0.988824227344594,0.0286203979558195,1700,0.0564705882352941,-4.8452155957944
"ZACKENBERG_SALARC_flowering",-692.33127196055,-1625.64171236946,302.176239586566,1700,0.162352941176471,0.430762197937236,-0.0650930966348824,0.897136520536151,1700,0.0788235294117647,4.30762197937236
"ZACKENBERG_SILACA_flowering",1219.1221835643,-353.509330365094,2811.62922864635,1700,0.149411764705882,-0.520374943577182,-1.31439192927792,0.267400729531801,1700,0.223529411764706,-5.20374943577182
"ZACKENBERG_DRYOCT_flowering",2031.48338984936,807.161105601059,3272.58253534292,1842.13501748497,0.00235294117647067,-0.924131316083289,-1.52948359821312,-0.298804863559781,1841.83724143342,0.00352941176470588,-9.24131316083289
"ZACKENBERG_CASTET_flowering",1806.35527977872,1196.77780751712,2528.610597748,1700,0.000588235294117647,-0.808876412855666,-1.16966637468431,-0.505625495439745,1700,0.000588235294117647,-8.08876412855666
"ZACKENBERG_PAPRAD_flowering",1892.47009992538,885.896326419504,2913.90030499607,1700,0.000588235294117647,-0.849205128249231,-1.35050286937621,-0.338449423026759,1700,0.00235294117647059,-8.49205128249231
