"","centre","x_grid","y_grid","latitude","longitude"
"290","x81y210",81,210,72.2577703110433,-153.434948822922
"291","x81y211",81,211,72.3277716825069,-152.730528011542
"292","x81y212",81,212,72.3951336516603,-152.02052561152
"293","x81y213",81,213,72.4598237473681,-151.305095620657
"294","x81y214",81,214,72.5218103219512,-150.584401166905
"295","x82y194",82,194,71.003977400225,-164.188629069862
"296","x82y195",82,195,71.1125572662491,-163.582767169565
"297","x82y196",82,196,71.2190698210345,-162.969843227113
"298","x82y197",82,197,71.323476452819,-162.34987578007
"299","x82y198",82,198,71.4257384694779,-161.72289039078
"300","x82y199",82,199,71.5258171410296,-161.088919925436
"301","x82y200",82,200,71.6236737444498,-160.44800482676
"302","x82y201",82,201,71.7192696107737,-159.800193378566
"303","x82y202",82,202,71.8125661744539,-159.145541960422
"304","x82y203",82,203,71.9035250249231,-158.484115290505
"305","x82y204",82,204,71.9921079602984,-157.81598665473
"306","x82y205",82,205,72.0782770431438,-157.141238120134
"307","x82y206",82,206,72.1619946581933,-156.459960730486
"308","x82y207",82,207,72.2432235719175,-155.772254682046
"309","x82y208",82,208,72.3219269937966,-155.078229477415
"310","x82y209",82,209,72.3980686391478,-154.378004055393
"311","x82y210",82,210,72.4716127933319,-153.671706894829
"312","x82y211",82,211,72.5425243771484,-152.959476090474
"313","x82y212",82,212,72.6107690132081,-152.24145939894
"314","x82y213",82,213,72.6763130930533,-151.51781425296
"315","x82y214",82,214,72.7391238447818,-150.788707742272
"316","x83y194",83,194,71.199904637738,-164.52867183448
"317","x83y195",83,195,71.3097031108437,-163.918348043186
"318","x83y196",83,196,71.4174245554246,-163.300755766007
"319","x83y197",83,197,71.5230293630356,-162.675910460029
"320","x83y198",83,198,71.6264778182174,-162.043834847373
"321","x83y199",83,199,71.72773014211,-161.404559217244
"322","x83y200",83,200,71.8267465385464,-160.758121721976
"323","x83y201",83,201,71.9234872426115,-160.104568665234
"324","x83y202",83,202,72.0179125716382,-159.443954780417
"325","x83y203",83,203,72.1099829785946,-158.776343497234
"326","x83y204",83,204,72.1996591078005,-158.101807194361
"327","x83y205",83,205,72.2869018528932,-157.420427435974
"328","x83y206",83,206,72.3716724169429,-156.732295189943
"329","x83y207",83,207,72.4539323746001,-156.037511025422
"330","x83y208",83,208,72.5336437361344,-155.336185287537
"331","x83y209",83,209,72.6107690132081,-154.628438246904
"332","x83y210",83,210,72.6852712862017,-153.914400221719
"333","x83y211",83,211,72.757114272892,-153.1942116702
"334","x83y212",83,212,72.8262623982604,-152.468023251278
"335","x83y213",83,213,72.89268086519,-151.735995851476
"336","x83y214",83,214,72.9563357257907,-150.998300576112
"337","x84y194",84,194,71.3952735176284,-164.87599269169
"338","x84y195",84,195,71.5063121139686,-164.261198562551
"339","x84y196",84,196,71.615264260054,-163.638922544654
"340","x84y197",84,197,71.7220893240963,-163.009176708014
"341","x84y198",84,198,71.8267465385464,-162.371980632181
"342","x84y199",84,199,71.9291950448011,-161.727361733015
"343","x84y200",84,200,72.0293939405712,-161.075355583949
