site_name,PLOT,year,spp,phenophase,day,June_at,July_at
ZACKENBERG,Cas1,2003,CASTET,FlowerEnd,189,2.208194444,7.653494624
ZACKENBERG,Cas2,2003,CASTET,FlowerEnd,189,2.208194444,7.653494624
ZACKENBERG,Cas3,2003,CASTET,FlowerEnd,196,2.208194444,7.653494624
ZACKENBERG,Cas4,2003,CASTET,FlowerEnd,196,2.208194444,7.653494624
ZACKENBERG,Dry1,2003,DRYOCT,FlowerEnd,189,2.208194444,7.653494624
ZACKENBERG,Dry3,2003,DRYOCT,FlowerEnd,189,2.208194444,7.653494624
ZACKENBERG,Dry4,2003,DRYOCT,FlowerEnd,189,2.208194444,7.653494624
ZACKENBERG,Dry5,2003,DRYOCT,FlowerEnd,189,2.208194444,7.653494624
ZACKENBERG,Dry2,2003,DRYOCT,FlowerEnd,203,2.208194444,7.653494624
ZACKENBERG,Dry6,2003,DRYOCT,FlowerEnd,203,2.208194444,7.653494624
ZACKENBERG,Pap1,2003,PAPRAD,FlowerEnd,189,2.208194444,7.653494624
ZACKENBERG,Pap2,2003,PAPRAD,FlowerEnd,196,2.208194444,7.653494624
ZACKENBERG,Pap3,2003,PAPRAD,FlowerEnd,196,2.208194444,7.653494624
ZACKENBERG,Pap4,2003,PAPRAD,FlowerEnd,203,2.208194444,7.653494624
ZACKENBERG,Sil1,2003,SILACA,FlowerEnd,189,2.208194444,7.653494624
ZACKENBERG,Sil2,2003,SILACA,FlowerEnd,189,2.208194444,7.653494624
ZACKENBERG,Sil3,2003,SILACA,FlowerEnd,189,2.208194444,7.653494624
ZACKENBERG,Sil4,2003,SILACA,FlowerEnd,203,2.208194444,7.653494624
ZACKENBERG,Sax1,1997,SAXOPP,FlowerEnd,161,2.236574746,3.725134409
ZACKENBERG,Sax2,1997,SAXOPP,FlowerEnd,161,2.236574746,3.725134409
ZACKENBERG,Sax3,1997,SAXOPP,FlowerEnd,161,2.236574746,3.725134409
ZACKENBERG,Cas1,1997,CASTET,FlowerEnd,196,2.236574746,3.725134409
ZACKENBERG,Cas2,1997,CASTET,FlowerEnd,203,2.236574746,3.725134409
ZACKENBERG,Cas4,1997,CASTET,FlowerEnd,203,2.236574746,3.725134409
ZACKENBERG,Cas3,1997,CASTET,FlowerEnd,210,2.236574746,3.725134409
ZACKENBERG,Cas6,1997,CASTET,FlowerEnd,219,2.236574746,3.725134409
ZACKENBERG,Dry1,1997,DRYOCT,FlowerEnd,175,2.236574746,3.725134409
ZACKENBERG,Dry3,1997,DRYOCT,FlowerEnd,182,2.236574746,3.725134409
ZACKENBERG,Dry5,1997,DRYOCT,FlowerEnd,189,2.236574746,3.725134409
ZACKENBERG,Dry4,1997,DRYOCT,FlowerEnd,196,2.236574746,3.725134409
ZACKENBERG,Dry2,1997,DRYOCT,FlowerEnd,217,2.236574746,3.725134409
ZACKENBERG,Dry6,1997,DRYOCT,FlowerEnd,224,2.236574746,3.725134409
ZACKENBERG,Pap3,1997,PAPRAD,FlowerEnd,203,2.236574746,3.725134409
ZACKENBERG,Pap1,1997,PAPRAD,FlowerEnd,210,2.236574746,3.725134409
ZACKENBERG,Pap2,1997,PAPRAD,FlowerEnd,210,2.236574746,3.725134409
ZACKENBERG,Pap4,1997,PAPRAD,FlowerEnd,224,2.236574746,3.725134409
ZACKENBERG,Sil1,1997,SILACA,FlowerEnd,182,2.236574746,3.725134409
ZACKENBERG,Sil2,1997,SILACA,FlowerEnd,182,2.236574746,3.725134409
ZACKENBERG,Sil3,1997,SILACA,FlowerEnd,182,2.236574746,3.725134409
ZACKENBERG,Sil4,1997,SILACA,FlowerEnd,224,2.236574746,3.725134409
ZACKENBERG,Sax1,2011,SAXOPP,FlowerEnd,161,2.341527778,5.811155914
ZACKENBERG,Sax2,2011,SAXOPP,FlowerEnd,161,2.341527778,5.811155914
ZACKENBERG,Sax3,2011,SAXOPP,FlowerEnd,161,2.341527778,5.811155914
ZACKENBERG,Cas1,2011,CASTET,FlowerEnd,182,2.341527778,5.811155914
ZACKENBERG,Cas2,2011,CASTET,FlowerEnd,189,2.341527778,5.811155914
ZACKENBERG,Cas3,2011,CASTET,FlowerEnd,189,2.341527778,5.811155914
ZACKENBERG,Cas4,2011,CASTET,FlowerEnd,196,2.341527778,5.811155914
ZACKENBERG,Dry1,2011,DRYOCT,FlowerEnd,175,2.341527778,5.811155914
ZACKENBERG,Dry3,2011,DRYOCT,FlowerEnd,175,2.341527778,5.811155914
ZACKENBERG,Dry5,2011,DRYOCT,FlowerEnd,175,2.341527778,5.811155914
ZACKENBERG,Dry4,2011,DRYOCT,FlowerEnd,182,2.341527778,5.811155914
ZACKENBERG,Dry2,2011,DRYOCT,FlowerEnd,196,2.341527778,5.811155914
ZACKENBERG,Dry6,2011,DRYOCT,FlowerEnd,196,2.341527778,5.811155914
ZACKENBERG,Pap1,2011,PAPRAD,FlowerEnd,189,2.341527778,5.811155914
ZACKENBERG,Pap2,2011,PAPRAD,FlowerEnd,189,2.341527778,5.811155914
ZACKENBERG,Pap3,2011,PAPRAD,FlowerEnd,189,2.341527778,5.811155914
ZACKENBERG,Pap4,2011,PAPRAD,FlowerEnd,196,2.341527778,5.811155914
ZACKENBERG,Sil1,2011,SILACA,FlowerEnd,175,2.341527778,5.811155914
ZACKENBERG,Sil3,2011,SILACA,FlowerEnd,175,2.341527778,5.811155914
ZACKENBERG,Sil2,2011,SILACA,FlowerEnd,182,2.341527778,5.811155914
ZACKENBERG,Sil4,2011,SILACA,FlowerEnd,196,2.341527778,5.811155914
ZACKENBERG,Sax1,2004,SAXOPP,FlowerEnd,161,2.466111111,7.168682796
ZACKENBERG,Sax2,2004,SAXOPP,FlowerEnd,161,2.466111111,7.168682796
ZACKENBERG,Sax3,2004,SAXOPP,FlowerEnd,161,2.466111111,7.168682796
ZACKENBERG,Cas1,2004,CASTET,FlowerEnd,175,2.466111111,7.168682796
ZACKENBERG,Cas2,2004,CASTET,FlowerEnd,189,2.466111111,7.168682796
ZACKENBERG,Cas3,2004,CASTET,FlowerEnd,189,2.466111111,7.168682796
ZACKENBERG,Cas4,2004,CASTET,FlowerEnd,189,2.466111111,7.168682796
ZACKENBERG,Dry5,2004,DRYOCT,FlowerEnd,168,2.466111111,7.168682796
ZACKENBERG,Dry1,2004,DRYOCT,FlowerEnd,175,2.466111111,7.168682796
ZACKENBERG,Dry3,2004,DRYOCT,FlowerEnd,175,2.466111111,7.168682796
ZACKENBERG,Dry4,2004,DRYOCT,FlowerEnd,175,2.466111111,7.168682796
ZACKENBERG,Dry2,2004,DRYOCT,FlowerEnd,203,2.466111111,7.168682796
ZACKENBERG,Dry6,2004,DRYOCT,FlowerEnd,203,2.466111111,7.168682796
ZACKENBERG,Pap1,2004,PAPRAD,FlowerEnd,196,2.466111111,7.168682796
ZACKENBERG,Pap2,2004,PAPRAD,FlowerEnd,196,2.466111111,7.168682796
ZACKENBERG,Pap3,2004,PAPRAD,FlowerEnd,197,2.466111111,7.168682796
ZACKENBERG,Pap4,2004,PAPRAD,FlowerEnd,203,2.466111111,7.168682796
ZACKENBERG,Sil1,2004,SILACA,FlowerEnd,168,2.466111111,7.168682796
ZACKENBERG,Sil2,2004,SILACA,FlowerEnd,168,2.466111111,7.168682796
ZACKENBERG,Sil3,2004,SILACA,FlowerEnd,168,2.466111111,7.168682796
ZACKENBERG,Sil4,2004,SILACA,FlowerEnd,196,2.466111111,7.168682796
ZACKENBERG,Sax1,2002,SAXOPP,FlowerEnd,161,2.633611111,5.669758065
ZACKENBERG,Sax2,2002,SAXOPP,FlowerEnd,161,2.633611111,5.669758065
ZACKENBERG,Sax3,2002,SAXOPP,FlowerEnd,161,2.633611111,5.669758065
ZACKENBERG,Cas1,2002,CASTET,FlowerEnd,196,2.633611111,5.669758065
ZACKENBERG,Cas2,2002,CASTET,FlowerEnd,196,2.633611111,5.669758065
ZACKENBERG,Cas4,2002,CASTET,FlowerEnd,196,2.633611111,5.669758065
ZACKENBERG,Cas3,2002,CASTET,FlowerEnd,203,2.633611111,5.669758065
ZACKENBERG,Dry1,2002,DRYOCT,FlowerEnd,182,2.633611111,5.669758065
ZACKENBERG,Dry4,2002,DRYOCT,FlowerEnd,182,2.633611111,5.669758065
ZACKENBERG,Dry5,2002,DRYOCT,FlowerEnd,182,2.633611111,5.669758065
ZACKENBERG,Dry3,2002,DRYOCT,FlowerEnd,189,2.633611111,5.669758065
ZACKENBERG,Dry2,2002,DRYOCT,FlowerEnd,210,2.633611111,5.669758065
ZACKENBERG,Dry6,2002,DRYOCT,FlowerEnd,217,2.633611111,5.669758065
ZACKENBERG,Pap1,2002,PAPRAD,FlowerEnd,196,2.633611111,5.669758065
ZACKENBERG,Pap2,2002,PAPRAD,FlowerEnd,196,2.633611111,5.669758065
ZACKENBERG,Pap3,2002,PAPRAD,FlowerEnd,203,2.633611111,5.669758065
ZACKENBERG,Pap4,2002,PAPRAD,FlowerEnd,217,2.633611111,5.669758065
ZACKENBERG,Sil1,2002,SILACA,FlowerEnd,175,2.633611111,5.669758065
ZACKENBERG,Sil2,2002,SILACA,FlowerEnd,182,2.633611111,5.669758065
ZACKENBERG,Sil3,2002,SILACA,FlowerEnd,182,2.633611111,5.669758065
ZACKENBERG,Sil4,2002,SILACA,FlowerEnd,210,2.633611111,5.669758065
ZACKENBERG,Sax1,2005,SAXOPP,FlowerEnd,155,2.711527778,6.928225806
ZACKENBERG,Sax2,2005,SAXOPP,FlowerEnd,155,2.711527778,6.928225806
ZACKENBERG,Sax3,2005,SAXOPP,FlowerEnd,155,2.711527778,6.928225806
ZACKENBERG,Pap1,2005,PAPRAD,FlowerEnd,189,2.711527778,6.928225806
ZACKENBERG,Pap2,2005,PAPRAD,FlowerEnd,189,2.711527778,6.928225806
ZACKENBERG,Pap3,2005,PAPRAD,FlowerEnd,189,2.711527778,6.928225806
ZACKENBERG,Pap4,2005,PAPRAD,FlowerEnd,203,2.711527778,6.928225806
ZACKENBERG,Sil3,2005,SILACA,FlowerEnd,168,2.711527778,6.928225806
ZACKENBERG,Sil1,2005,SILACA,FlowerEnd,175,2.711527778,6.928225806
ZACKENBERG,Sil2,2005,SILACA,FlowerEnd,182,2.711527778,6.928225806
ZACKENBERG,Sil4,2005,SILACA,FlowerEnd,196,2.711527778,6.928225806
ZACKENBERG,Sax1,2013,SAXOPP,FlowerEnd,168,2.952045134,7.167473118
ZACKENBERG,Sax2,2013,SAXOPP,FlowerEnd,168,2.952045134,7.167473118
ZACKENBERG,Sax3,2013,SAXOPP,FlowerEnd,168,2.952045134,7.167473118
ZACKENBERG,Cas2,2013,CASTET,FlowerEnd,175,2.952045134,7.167473118
ZACKENBERG,Cas1,2013,CASTET,FlowerEnd,182,2.952045134,7.167473118
ZACKENBERG,Cas3,2013,CASTET,FlowerEnd,182,2.952045134,7.167473118
ZACKENBERG,K1C,2013,CASTET,FlowerEnd,182,2.952045134,7.167473118
ZACKENBERG,K4C,2013,CASTET,FlowerEnd,182,2.952045134,7.167473118
ZACKENBERG,W4C,2013,CASTET,FlowerEnd,182,2.952045134,7.167473118
ZACKENBERG,Cas4,2013,CASTET,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,K2C,2013,CASTET,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,K3C,2013,CASTET,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,W1C,2013,CASTET,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,W2C,2013,CASTET,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,W3C,2013,CASTET,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,W5C,2013,CASTET,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,K5C,2013,CASTET,FlowerEnd,196,2.952045134,7.167473118
ZACKENBERG,Dry1,2013,DRYOCT,FlowerEnd,175,2.952045134,7.167473118
ZACKENBERG,Dry3,2013,DRYOCT,FlowerEnd,175,2.952045134,7.167473118
ZACKENBERG,Dry4,2013,DRYOCT,FlowerEnd,175,2.952045134,7.167473118
ZACKENBERG,Dry5,2013,DRYOCT,FlowerEnd,175,2.952045134,7.167473118
ZACKENBERG,Dry2,2013,DRYOCT,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,Dry6,2013,DRYOCT,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,Pap2,2013,PAPRAD,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,Pap3,2013,PAPRAD,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,Pap4,2013,PAPRAD,FlowerEnd,189,2.952045134,7.167473118
ZACKENBERG,Pap1,2013,PAPRAD,FlowerEnd,196,2.952045134,7.167473118
ZACKENBERG,Sil2,2013,SILACA,FlowerEnd,175,2.952045134,7.167473118
ZACKENBERG,Sil3,2013,SILACA,FlowerEnd,175,2.952045134,7.167473118
ZACKENBERG,Sil1,2013,SILACA,FlowerEnd,182,2.952045134,7.167473118
ZACKENBERG,Sil4,2013,SILACA,FlowerEnd,182,2.952045134,7.167473118
ZACKENBERG,Sax1,2012,SAXOPP,FlowerEnd,168,3.091666667,7.402956989
ZACKENBERG,Sax2,2012,SAXOPP,FlowerEnd,168,3.091666667,7.402956989
ZACKENBERG,Sax3,2012,SAXOPP,FlowerEnd,176,3.091666667,7.402956989
ZACKENBERG,Cas1,2012,CASTET,FlowerEnd,196,3.091666667,7.402956989
ZACKENBERG,W4C,2012,CASTET,FlowerEnd,196,3.091666667,7.402956989
ZACKENBERG,Cas3,2012,CASTET,FlowerEnd,197,3.091666667,7.402956989
ZACKENBERG,Cas2,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,Cas4,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,K1C,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,K2C,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,K3C,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,K4C,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,K5C,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,W1C,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,W2C,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,W3C,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,W5C,2012,CASTET,FlowerEnd,203,3.091666667,7.402956989
ZACKENBERG,Dry1,2012,DRYOCT,FlowerEnd,183,3.091666667,7.402956989
ZACKENBERG,Dry3,2012,DRYOCT,FlowerEnd,183,3.091666667,7.402956989
ZACKENBERG,Dry5,2012,DRYOCT,FlowerEnd,190,3.091666667,7.402956989
ZACKENBERG,Dry4,2012,DRYOCT,FlowerEnd,197,3.091666667,7.402956989
ZACKENBERG,Dry2,2012,DRYOCT,FlowerEnd,210,3.091666667,7.402956989
ZACKENBERG,Dry6,2012,DRYOCT,FlowerEnd,210,3.091666667,7.402956989
ZACKENBERG,Pap1,2012,PAPRAD,FlowerEnd,210,3.091666667,7.402956989
ZACKENBERG,Pap2,2012,PAPRAD,FlowerEnd,210,3.091666667,7.402956989
ZACKENBERG,Pap3,2012,PAPRAD,FlowerEnd,210,3.091666667,7.402956989
ZACKENBERG,Pap4,2012,PAPRAD,FlowerEnd,210,3.091666667,7.402956989
ZACKENBERG,Sil1,2012,SILACA,FlowerEnd,183,3.091666667,7.402956989
ZACKENBERG,Sil2,2012,SILACA,FlowerEnd,183,3.091666667,7.402956989
ZACKENBERG,Sil3,2012,SILACA,FlowerEnd,190,3.091666667,7.402956989
ZACKENBERG,Sil4,2012,SILACA,FlowerEnd,210,3.091666667,7.402956989
ZACKENBERG,Sax2,2007,SAXOPP,FlowerEnd,165,3.3125,5.878763441
ZACKENBERG,Sax1,2007,SAXOPP,FlowerEnd,168,3.3125,5.878763441
ZACKENBERG,Sax3,2007,SAXOPP,FlowerEnd,168,3.3125,5.878763441
ZACKENBERG,Cas1,2007,CASTET,FlowerEnd,186,3.3125,5.878763441
ZACKENBERG,Cas3,2007,CASTET,FlowerEnd,189,3.3125,5.878763441
ZACKENBERG,Cas2,2007,CASTET,FlowerEnd,194,3.3125,5.878763441
ZACKENBERG,Cas4,2007,CASTET,FlowerEnd,194,3.3125,5.878763441
ZACKENBERG,Dry5,2007,DRYOCT,FlowerEnd,175,3.3125,5.878763441
ZACKENBERG,Dry1,2007,DRYOCT,FlowerEnd,182,3.3125,5.878763441
ZACKENBERG,Dry3,2007,DRYOCT,FlowerEnd,182,3.3125,5.878763441
ZACKENBERG,Dry4,2007,DRYOCT,FlowerEnd,182,3.3125,5.878763441
ZACKENBERG,Dry2,2007,DRYOCT,FlowerEnd,196,3.3125,5.878763441
ZACKENBERG,Dry6,2007,DRYOCT,FlowerEnd,196,3.3125,5.878763441
ZACKENBERG,Pap1,2007,PAPRAD,FlowerEnd,196,3.3125,5.878763441
ZACKENBERG,Pap2,2007,PAPRAD,FlowerEnd,196,3.3125,5.878763441
ZACKENBERG,Pap3 ,2007,PAPRAD,FlowerEnd,196,3.3125,5.878763441
ZACKENBERG,Pap4,2007,PAPRAD,FlowerEnd,196,3.3125,5.878763441
ZACKENBERG,Sil1,2007,SILACA,FlowerEnd,175,3.3125,5.878763441
ZACKENBERG,Sil2,2007,SILACA,FlowerEnd,182,3.3125,5.878763441
ZACKENBERG,Sil3,2007,SILACA,FlowerEnd,182,3.3125,5.878763441
ZACKENBERG,Sil4,2007,SILACA,FlowerEnd,196,3.3125,5.878763441
ZACKENBERG,Sax1,2008,SAXOPP,FlowerEnd,168,5.165138889,8.733870968
ZACKENBERG,Sax2,2008,SAXOPP,FlowerEnd,168,5.165138889,8.733870968
ZACKENBERG,Sax3,2008,SAXOPP,FlowerEnd,168,5.165138889,8.733870968
ZACKENBERG,W2C,2008,CASTET,FlowerEnd,191,5.165138889,8.733870968
ZACKENBERG,Cas1,2008,CASTET,FlowerEnd,193,5.165138889,8.733870968
ZACKENBERG,Cas2,2008,CASTET,FlowerEnd,202,5.165138889,8.733870968
ZACKENBERG,K1C,2008,CASTET,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,K2C,2008,CASTET,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,K3C,2008,CASTET,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,K4C,2008,CASTET,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,K5C,2008,CASTET,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,W1C,2008,CASTET,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,W3C,2008,CASTET,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,W4C,2008,CASTET,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,W5C,2008,CASTET,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,Cas3,2008,CASTET,FlowerEnd,206,5.165138889,8.733870968
ZACKENBERG,Cas4,2008,CASTET,FlowerEnd,206,5.165138889,8.733870968
ZACKENBERG,Dry1,2008,DRYOCT,FlowerEnd,175,5.165138889,8.733870968
ZACKENBERG,Dry3,2008,DRYOCT,FlowerEnd,176,5.165138889,8.733870968
ZACKENBERG,Dry5,2008,DRYOCT,FlowerEnd,176,5.165138889,8.733870968
ZACKENBERG,Dry4,2008,DRYOCT,FlowerEnd,189,5.165138889,8.733870968
ZACKENBERG,Dry2,2008,DRYOCT,FlowerEnd,210,5.165138889,8.733870968
ZACKENBERG,Dry6,2008,DRYOCT,FlowerEnd,210,5.165138889,8.733870968
ZACKENBERG,Pap1,2008,PAPRAD,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,Pap2,2008,PAPRAD,FlowerEnd,204,5.165138889,8.733870968
ZACKENBERG,Pap3,2008,PAPRAD,FlowerEnd,206,5.165138889,8.733870968
ZACKENBERG,Pap4,2008,PAPRAD,FlowerEnd,210,5.165138889,8.733870968
ZACKENBERG,Sil1,2008,SILACA,FlowerEnd,175,5.165138889,8.733870968
ZACKENBERG,Sil2,2008,SILACA,FlowerEnd,175,5.165138889,8.733870968
ZACKENBERG,Sil3,2008,SILACA,FlowerEnd,176,5.165138889,8.733870968
ZACKENBERG,Sil4,2008,SILACA,FlowerEnd,206,5.165138889,8.733870968
