"Station Name","KOMAKUK BEACH"
"Province","YUKON TERRITORY"
"Latitude","69.61"
"Longitude","-140.20"
"Elevation","13.20"
"Climate Identifier","2100682"
"WMO Identifier","71046"
"TC Identifier","WKM"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2001-01-01","2001","01","01","†","-21.2","","-26.8","","-24.0","","42.0","","0.0","","","M","","M","","M","","","","M","","M"
"2001-01-02","2001","01","02","†","-26.1","","-28.9","","-27.5","","45.5","","0.0","","","M","","M","","M","","","","M","","M"
"2001-01-03","2001","01","03","†","-25.5","","-29.4","","-27.5","","45.5","","0.0","","","M","","M","","M","","","","M","","M"
"2001-01-04","2001","01","04","†","-26.9","","-34.3","","-30.6","","48.6","","0.0","","","M","","M","","M","","","","M","","M"
"2001-01-05","2001","01","05","†","-30.9","","-33.9","","-32.4","","50.4","","0.0","","","M","","M","","M","","","","M","","M"
"2001-01-06","2001","01","06","†","-31.1","","-36.9","","-34.0","","52.0","","0.0","","","M","","M","","M","","","","M","","M"
"2001-01-07","2001","01","07","†","-26.7","","-37.6","","-32.2","","50.2","","0.0","","","M","","M","","M","","","","M","","M"
"2001-01-08","2001","01","08","†","-18.7","","-27.2","","-23.0","","41.0","","0.0","","","M","","M","","M","","","","M","","M"
"2001-01-09","2001","01","09","†","-17.6","","-20.7","","-19.2","","37.2","","0.0","","","M","","M","","M","","","","M","","M"
"2001-01-10","2001","01","10","†","-19.2","","-22.6","","-20.9","","38.9","","0.0","","","M","","M","","M","","","","M","","M"
