"Station Name","KOMAKUK BEACH"
"Province","YUKON TERRITORY"
"Latitude","69.61"
"Longitude","-140.20"
"Elevation","13.20"
"Climate Identifier","2100682"
"WMO Identifier","71046"
"TC Identifier","WKM"

"Legend"
"A","Accumulated"
"C","Precipitation occurred, amount uncertain"
"E","Estimated"
"F","Accumulated and estimated"
"L","Precipitation may or may not have occurred"
"M","Missing"
"N","Temperature missing but known to be > 0"
"S","More than one occurrence"
"T","Trace"
"Y","Temperature missing but known to be < 0"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"
"†","Data for this day has undergone only basic quality checking"
"‡","Partner data that is not subject to review by the National Climate Archives"

"Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"2011-01-01","2011","01","01","†","-27.2","","-34.2","","-30.7","","48.7","","0.0","","","M","","M","","M","","","26","","46",""
"2011-01-02","2011","01","02","†","-22.9","","-31.9","","-27.4","","45.4","","0.0","","","M","","M","","M","","","10","","63",""
"2011-01-03","2011","01","03","†","-20.0","","-24.7","","-22.4","","40.4","","0.0","","","M","","M","","M","","","11","","76",""
"2011-01-04","2011","01","04","†","-15.5","","-20.3","","-17.9","","35.9","","0.0","","","M","","M","","M","","","10","","78",""
"2011-01-05","2011","01","05","†","-13.9","","-17.8","","-15.9","","33.9","","0.0","","","M","","M","","M","","","10","","82",""
"2011-01-06","2011","01","06","†","-14.4","","-19.5","","-17.0","","35.0","","0.0","","","M","","M","","M","","","9","","54",""
"2011-01-07","2011","01","07","†","-11.9","","-15.3","","-13.6","","31.6","","0.0","","","M","","M","","M","","","28","","50",""
"2011-01-08","2011","01","08","†","-13.0","","-21.8","","-17.4","","35.4","","0.0","","","M","","M","","M","","","25","","33",""
"2011-01-09","2011","01","09","†","1.1","","-17.0","","-8.0","","26.0","","0.0","","","M","","M","","M","","","26","","44",""
"2011-01-10","2011","01","10","†","1.1","","-13.0","","-6.0","","24.0","","0.0","","","M","","M","","M","","","28","","69",""
"2011-01-11","2011","01","11","†","-12.9","","-28.2","","-20.6","","38.6","","0.0","","","M","","M","","M","","","","","<31",""
"2011-01-12","2011","01","12","†","-19.9","","-29.0","","-24.5","","42.5","","0.0","","","M","","M","","M","","","26","","32",""
"2011-01-13","2011","01","13","†","-18.4","","-23.1","","-20.8","","38.8","","0.0","","","M","","M","","M","","","26","","35",""
"2011-01-14","2011","01","14","†","-18.7","","-27.8","","-23.3","","41.3","","0.0","","","M","","M","","M","","","11","","41",""
"2011-01-15","2011","01","15","†","-15.0","","-25.1","","-20.1","","38.1","","0.0","","","M","","M","","M","","","28","","48",""
"2011-01-16","2011","01","16","†","-18.2","","-27.3","","-22.8","","40.8","","0.0","","","M","","M","","M","","","26","","35",""
"2011-01-17","2011","01","17","†","-15.9","","-26.1","","-21.0","","39.0","","0.0","","","M","","M","","M","","","3","","65",""
"2011-01-18","2011","01","18","†","-20.4","","-24.7","","-22.6","","40.6","","0.0","","","M","","M","","M","","","","","<31",""
"2011-01-19","2011","01","19","†","-20.1","","-25.3","","-22.7","","40.7","","0.0","","","M","","M","","M","","","28","","67",""
"2011-01-20","2011","01","20","†","-24.9","","-33.1","","-29.0","","47.0","","0.0","","","M","","M","","M","","","27","","43",""
"2011-01-21","2011","01","21","†","-30.1","","-39.6","","-34.9","","52.9","","0.0","","","M","","M","","M","","","","","<31",""
"2011-01-22","2011","01","22","†","-33.2","","-40.3","","-36.8","","54.8","","0.0","","","M","","M","","M","","","27","","43",""
"2011-01-23","2011","01","23","†","-31.8","","-39.8","","-35.8","","53.8","","0.0","","","M","","M","","M","","","27","","41",""
"2011-01-24","2011","01","24","†","-37.4","","-42.2","","-39.8","","57.8","","0.0","","","M","","M","","M","","","","","<31",""
